Unit	F	f_feminin	score_feminin	f_manuel	score_manuel	f_masculin	score_masculin
讲	2	1	0.1713	0	-0.1892	1	0.2149
无子	2	1	0.1713	0	-0.1892	1	0.2149
二女儿	2	2	0.7349	0	-0.1892	0	-0.4085
三	2	2	0.7349	0	-0.1892	0	-0.4085
十六岁	2	2	0.7349	0	-0.1892	0	-0.4085
主意	2	2	0.7349	0	-0.1892	0	-0.4085
石头缝	2	2	0.7349	0	-0.1892	0	-0.4085
蹦出来	2	2	0.7349	0	-0.1892	0	-0.4085
哪来	2	2	0.7349	0	-0.1892	0	-0.4085
姻缘	2	2	0.7349	0	-0.1892	0	-0.4085
低声	2	1	0.1713	0	-0.1892	1	0.2149
此事	2	2	0.7349	0	-0.1892	0	-0.4085
万万不可	2	2	0.7349	0	-0.1892	0	-0.4085
求之不得	2	2	0.7349	0	-0.1892	0	-0.4085
情愿	2	2	0.7349	0	-0.1892	0	-0.4085
上门	2	2	0.7349	0	-0.1892	0	-0.4085
鸟气	2	2	0.7349	0	-0.1892	0	-0.4085
值	2	2	0.7349	0	-0.1892	0	-0.4085
选中	2	2	0.7349	0	-0.1892	0	-0.4085
面如桃花	2	2	0.7349	0	-0.1892	0	-0.4085
无父	2	1	0.1713	0	-0.1892	1	0.2149
无母	2	1	0.1713	0	-0.1892	1	0.2149
哭道	2	1	0.1713	0	-0.1892	1	0.2149
遇到	2	1	0.1713	0	-0.1892	1	0.2149
怎能	2	1	0.1713	0	-0.1892	1	0.2149
大事	2	1	0.1713	0	-0.1892	1	0.2149
大门	2	1	0.1713	0	-0.1892	1	0.2149
一间	2	2	0.7349	0	-0.1892	0	-0.4085
厢房	2	2	0.7349	0	-0.1892	0	-0.4085
那房	2	2	0.7349	0	-0.1892	0	-0.4085
内	2	2	0.7349	0	-0.1892	0	-0.4085
锦被	2	2	0.7349	0	-0.1892	0	-0.4085
桌上	2	2	0.7349	0	-0.1892	0	-0.4085
摆着	2	2	0.7349	0	-0.1892	0	-0.4085
小姐	2	2	0.7349	0	-0.1892	0	-0.4085
掩口而笑	2	2	0.7349	0	-0.1892	0	-0.4085
尚未	2	1	0.1713	0	-0.1892	1	0.2149
房门	2	1	0.1713	0	-0.1892	1	0.2149
前去	2	1	0.1713	0	-0.1892	1	0.2149
搂	2	2	0.7349	0	-0.1892	0	-0.4085
拜过	2	2	0.7349	0	-0.1892	0	-0.4085
洞房	2	2	0.7349	0	-0.1892	0	-0.4085
拜天地	2	2	0.7349	0	-0.1892	0	-0.4085
点着	2	2	0.7349	0	-0.1892	0	-0.4085
两支	2	2	0.7349	0	-0.1892	0	-0.4085
红烛	2	2	0.7349	0	-0.1892	0	-0.4085
香案	2	2	0.7349	0	-0.1892	0	-0.4085
对饮	2	2	0.7349	0	-0.1892	0	-0.4085
想着	2	1	0.1713	0	-0.1892	1	0.2149
许久	2	1	0.1713	0	-0.1892	1	0.2149
笑声	2	1	0.1713	0	-0.1892	1	0.2149
废墟	2	2	0.7349	0	-0.1892	0	-0.4085
焦急	2	1	0.1713	0	-0.1892	1	0.2149
踏上	2	1	0.1713	0	-0.1892	1	0.2149
显圣	2	1	0.1713	0	-0.1892	1	0.2149
宛子山	2	0	-0.4869	0	-0.1892	2	0.8515
生气	2	0	-0.4869	0	-0.1892	2	0.8515
坐在	2	0	-0.4869	0	-0.1892	2	0.8515
孙保	2	0	-0.4869	0	-0.1892	2	0.8515
猛地	2	0	-0.4869	0	-0.1892	2	0.8515
心头	2	0	-0.4869	0	-0.1892	2	0.8515
股子	2	0	-0.4869	0	-0.1892	2	0.8515
怨气	2	0	-0.4869	0	-0.1892	2	0.8515
好你个	2	0	-0.4869	0	-0.1892	2	0.8515
白龙马	2	0	-0.4869	0	-0.1892	2	0.8515
默默	2	0	-0.4869	0	-0.1892	2	0.8515
挑起	2	0	-0.4869	0	-0.1892	2	0.8515
去路	2	0	-0.4869	0	-0.1892	2	0.8515
莫怕	2	0	-0.4869	0	-0.1892	2	0.8515
硬	2	0	-0.4869	0	-0.1892	2	0.8515
此刻	2	0	-0.4869	0	-0.1892	2	0.8515
砸	2	0	-0.4869	0	-0.1892	2	0.8515
满	2	0	-0.4869	0	-0.1892	2	0.8515
张嘴	2	0	-0.4869	0	-0.1892	2	0.8515
该	2	0	-0.4869	0	-0.1892	2	0.8515
回答	2	0	-0.4869	0	-0.1892	2	0.8515
终于	2	0	-0.4869	0	-0.1892	2	0.8515
找回	2	0	-0.4869	0	-0.1892	2	0.8515
洞府	2	0	-0.4869	0	-0.1892	2	0.8515
错怪	2	0	-0.4869	0	-0.1892	2	0.8515
咧嘴一笑	2	0	-0.4869	0	-0.1892	2	0.8515
还敢	2	0	-0.4869	0	-0.1892	2	0.8515
早有	2	0	-0.4869	0	-0.1892	2	0.8515
防备	2	0	-0.4869	0	-0.1892	2	0.8515
下场	2	0	-0.4869	0	-0.1892	2	0.8515
满是	2	0	-0.4869	0	-0.1892	2	0.8515
只要	2	0	-0.4869	0	-0.1892	2	0.8515
时辰	2	0	-0.4869	0	-0.1892	2	0.8515
呻吟	2	0	-0.4869	0	-0.1892	2	0.8515
毕	2	0	-0.4869	0	-0.1892	2	0.8515
难禁	2	0	-0.4869	0	-0.1892	2	0.8515
挑	2	0	-0.4869	0	-0.1892	2	0.8515
去化	2	0	-0.4869	0	-0.1892	2	0.8515
一时	2	0	-0.4869	0	-0.1892	2	0.8515
门口	2	0	-0.4869	0	-0.1892	2	0.8515
故此	2	0	-0.4869	0	-0.1892	2	0.8515
上去	2	0	-0.4869	0	-0.1892	2	0.8515
钵	2	0	-0.4869	0	-0.1892	2	0.8515
男人	2	0	-0.4869	0	-0.1892	2	0.8515
从胁	2	0	-0.4869	0	-0.1892	2	0.8515
窟窿	2	0	-0.4869	0	-0.1892	2	0.8515
一定	2	0	-0.4869	0	-0.1892	2	0.8515
钻	2	0	-0.4869	0	-0.1892	2	0.8515
这么	2	0	-0.4869	0	-0.1892	2	0.8515
买	2	0	-0.4869	0	-0.1892	2	0.8515
少时	2	0	-0.4869	0	-0.1892	2	0.8515
来取	2	0	-0.4869	0	-0.1892	2	0.8515
飞奔	2	0	-0.4869	0	-0.1892	2	0.8515
今	2	0	-0.4869	0	-0.1892	2	0.8515
保唐僧	2	0	-0.4869	0	-0.1892	2	0.8515
棒	2	0	-0.4869	0	-0.1892	2	0.8515
败下阵	2	0	-0.4869	0	-0.1892	2	0.8515
门内	2	0	-0.4869	0	-0.1892	2	0.8515
眼疾手快	2	0	-0.4869	0	-0.1892	2	0.8515
幌	2	0	-0.4869	0	-0.1892	2	0.8515
苍蝇儿	2	0	-0.4869	0	-0.1892	2	0.8515
得手	2	0	-0.4869	0	-0.1892	2	0.8515
辛	2	0	-0.4869	0	-0.1892	2	0.8515
果子	2	0	-0.4869	0	-0.1892	2	0.8515
肚里	2	0	-0.4869	0	-0.1892	2	0.8515
远道而来	2	0	-0.4869	0	-0.1892	2	0.8515
我国	2	0	-0.4869	0	-0.1892	2	0.8515
贵国	2	0	-0.4869	0	-0.1892	2	0.8515
瞟	2	0	-0.4869	0	-0.1892	2	0.8515
若有	2	0	-0.4869	0	-0.1892	2	0.8515
绣	2	0	-0.4869	0	-0.1892	2	0.8515
原是	2	0	-0.4869	0	-0.1892	2	0.8515
回廊	2	0	-0.4869	0	-0.1892	2	0.8515
珠帘	2	0	-0.4869	0	-0.1892	2	0.8515
龙椅	2	0	-0.4869	0	-0.1892	2	0.8515
头戴	2	0	-0.4869	0	-0.1892	2	0.8515
身穿	2	0	-0.4869	0	-0.1892	2	0.8515
扶	2	0	-0.4869	0	-0.1892	2	0.8515
从未有过	2	0	-0.4869	0	-0.1892	2	0.8515
美意	2	0	-0.4869	0	-0.1892	2	0.8515
心领	2	0	-0.4869	0	-0.1892	2	0.8515
人生在世	2	0	-0.4869	0	-0.1892	2	0.8515
若肯	2	0	-0.4869	0	-0.1892	2	0.8515
小虫	2	0	-0.4869	0	-0.1892	2	0.8515
口水	2	0	-0.4869	0	-0.1892	2	0.8515
流	2	0	-0.4869	0	-0.1892	2	0.8515
好吃	2	0	-0.4869	0	-0.1892	2	0.8515
不会	2	0	-0.4869	0	-0.1892	2	0.8515
一路平安	2	0	-0.4869	0	-0.1892	2	0.8515
普度众生	2	0	-0.4869	0	-0.1892	2	0.8515
抛	2	0	-0.4869	0	-0.1892	2	0.8515
原	2	0	-0.4869	0	-0.1892	2	0.8515
毒针	2	0	-0.4869	0	-0.1892	2	0.8515
躲	2	0	-0.4869	0	-0.1892	2	0.8515
过去	2	0	-0.4869	0	-0.1892	2	0.8515
围攻	2	0	-0.4869	0	-0.1892	2	0.8515
见三人	2	0	-0.4869	0	-0.1892	2	0.8515
结果	2	0	-0.4869	0	-0.1892	2	0.8515
路上	2	0	-0.4869	0	-0.1892	2	0.8515
腰肢	2	0	-0.4869	0	-0.1892	2	0.8515
袅娜	2	0	-0.4869	0	-0.1892	2	0.8515
含春	2	0	-0.4869	0	-0.1892	2	0.8515
新	2	0	-0.4869	0	-0.1892	2	0.8515
妖	2	0	-0.4869	0	-0.1892	2	0.8515
欺	2	0	-0.4869	0	-0.1892	2	0.8515
罩住	2	0	-0.4869	0	-0.1892	2	0.8515
筑得	2	0	-0.4869	0	-0.1892	2	0.8515
贱	2	0	-0.4869	0	-0.1892	2	0.8515
二人	2	0	-0.4869	0	-0.1892	2	0.8515
将身	2	0	-0.4869	0	-0.1892	2	0.8515
桩	2	0	-0.4869	0	-0.1892	2	0.8515
叫声	2	0	-0.4869	0	-0.1892	2	0.8515
抱头	2	0	-0.4869	0	-0.1892	2	0.8515
发狠	2	0	-0.4869	0	-0.1892	2	0.8515
赶上	2	0	-0.4869	0	-0.1892	2	0.8515
上扎	2	0	-0.4869	0	-0.1892	2	0.8515
肿得	2	0	-0.4869	0	-0.1892	2	0.8515
叉	2	0	-0.4869	0	-0.1892	2	0.8515
不妨	2	0	-0.4869	0	-0.1892	2	0.8515
次日	2	0	-0.4869	0	-0.1892	2	0.8515
肿	2	0	-0.4869	0	-0.1892	2	0.8515
前者	2	0	-0.4869	0	-0.1892	2	0.8515
东	2	0	-0.4869	0	-0.1892	2	0.8515
告求	2	0	-0.4869	0	-0.1892	2	0.8515
救星	2	0	-0.4869	0	-0.1892	2	0.8515
教	2	0	-0.4869	0	-0.1892	2	0.8515
昨日	2	0	-0.4869	0	-0.1892	2	0.8515
作礼道	2	0	-0.4869	0	-0.1892	2	0.8515
大圣何	2	0	-0.4869	0	-0.1892	2	0.8515
四	2	0	-0.4869	0	-0.1892	2	0.8515
玉帝	2	0	-0.4869	0	-0.1892	2	0.8515
观星台	2	0	-0.4869	0	-0.1892	2	0.8515
君道	2	0	-0.4869	0	-0.1892	2	0.8515
岂敢	2	0	-0.4869	0	-0.1892	2	0.8515
矣	2	0	-0.4869	0	-0.1892	2	0.8515
无人	2	0	-0.4869	0	-0.1892	2	0.8515
抽身	2	0	-0.4869	0	-0.1892	2	0.8515
那壁厢	2	0	-0.4869	0	-0.1892	2	0.8515
兵士	2	0	-0.4869	0	-0.1892	2	0.8515
七	2	0	-0.4869	0	-0.1892	2	0.8515
迅速	2	0	-0.4869	0	-0.1892	2	0.8515
宿	2	0	-0.4869	0	-0.1892	2	0.8515
呼唤	2	0	-0.4869	0	-0.1892	2	0.8515
神	2	0	-0.4869	0	-0.1892	2	0.8515
直至	2	0	-0.4869	0	-0.1892	2	0.8515
同行者	2	0	-0.4869	0	-0.1892	2	0.8515
之下	2	0	-0.4869	0	-0.1892	2	0.8515
医治	2	0	-0.4869	0	-0.1892	2	0.8515
一摸	2	0	-0.4869	0	-0.1892	2	0.8515
妙	2	0	-0.4869	0	-0.1892	2	0.8515
夜	2	0	-0.4869	0	-0.1892	2	0.8515
发	2	0	-0.4869	0	-0.1892	2	0.8515
迭	2	0	-0.4869	0	-0.1892	2	0.8515
二门	2	0	-0.4869	0	-0.1892	2	0.8515
打破	2	0	-0.4869	0	-0.1892	2	0.8515
茶饭	2	0	-0.4869	0	-0.1892	2	0.8515
即时	2	0	-0.4869	0	-0.1892	2	0.8515
就现	2	0	-0.4869	0	-0.1892	2	0.8515
本象	2	0	-0.4869	0	-0.1892	2	0.8515
坡	2	0	-0.4869	0	-0.1892	2	0.8515
诗	2	0	-0.4869	0	-0.1892	2	0.8515
全	2	0	-0.4869	0	-0.1892	2	0.8515
丫鬟	2	0	-0.4869	0	-0.1892	2	0.8515
后边	2	0	-0.4869	0	-0.1892	2	0.8515
那厮	2	0	-0.4869	0	-0.1892	2	0.8515
收伏	2	0	-0.4869	0	-0.1892	2	0.8515
泥	2	0	-0.4869	0	-0.1892	2	0.8515
火	2	0	-0.4869	0	-0.1892	2	0.8515
色相	2	0	-0.4869	0	-0.1892	2	0.8515
不觉	2	0	-0.4869	0	-0.1892	2	0.8515
云	2	0	-0.4869	0	-0.1892	2	0.8515
有事	2	0	-0.4869	0	-0.1892	2	0.8515
即	2	0	-0.4869	0	-0.1892	2	0.8515
那长老	2	0	-0.4869	0	-0.1892	2	0.8515
古树森	2	0	-0.4869	0	-0.1892	2	0.8515
佳人	2	0	-0.4869	0	-0.1892	2	0.8515
静悄悄	2	0	-0.4869	0	-0.1892	2	0.8515
飘扬	2	0	-0.4869	0	-0.1892	2	0.8515
翠袖	2	0	-0.4869	0	-0.1892	2	0.8515
摇	2	0	-0.4869	0	-0.1892	2	0.8515
缃	2	0	-0.4869	0	-0.1892	2	0.8515
退步	2	0	-0.4869	0	-0.1892	2	0.8515
明珠	2	0	-0.4869	0	-0.1892	2	0.8515
潠	2	0	-0.4869	0	-0.1892	2	0.8515
采	2	0	-0.4869	0	-0.1892	2	0.8515
峦	2	0	-0.4869	0	-0.1892	2	0.8515
地脉	2	0	-0.4869	0	-0.1892	2	0.8515
遥长	2	0	-0.4869	0	-0.1892	2	0.8515
化缘	2	0	-0.4869	0	-0.1892	2	0.8515
差去	2	0	-0.4869	0	-0.1892	2	0.8515
雷音	2	0	-0.4869	0	-0.1892	2	0.8515
宝方	2	0	-0.4869	0	-0.1892	2	0.8515
檀府	2	0	-0.4869	0	-0.1892	2	0.8515
怠慢	2	0	-0.4869	0	-0.1892	2	0.8515
用些	2	0	-0.4869	0	-0.1892	2	0.8515
闻	2	0	-0.4869	0	-0.1892	2	0.8515
觉	2	0	-0.4869	0	-0.1892	2	0.8515
好心	2	0	-0.4869	0	-0.1892	2	0.8515
绳索	2	0	-0.4869	0	-0.1892	2	0.8515
梁上	2	0	-0.4869	0	-0.1892	2	0.8515
反为	2	0	-0.4869	0	-0.1892	2	0.8515
不美	2	0	-0.4869	0	-0.1892	2	0.8515
庄前	2	0	-0.4869	0	-0.1892	2	0.8515
凉快	2	0	-0.4869	0	-0.1892	2	0.8515
这伙	2	0	-0.4869	0	-0.1892	2	0.8515
倒会	2	0	-0.4869	0	-0.1892	2	0.8515
半合泉	2	0	-0.4869	0	-0.1892	2	0.8515
清波	2	0	-0.4869	0	-0.1892	2	0.8515
泉中	2	0	-0.4869	0	-0.1892	2	0.8515
耍耍	2	0	-0.4869	0	-0.1892	2	0.8515
蒸	2	0	-0.4869	0	-0.1892	2	0.8515
愿意	2	0	-0.4869	0	-0.1892	2	0.8515
现在	2	0	-0.4869	0	-0.1892	2	0.8515
遮住	2	0	-0.4869	0	-0.1892	2	0.8515
摔	2	0	-0.4869	0	-0.1892	2	0.8515
跟头	2	0	-0.4869	0	-0.1892	2	0.8515
收回	2	0	-0.4869	0	-0.1892	2	0.8515
几件	2	0	-0.4869	0	-0.1892	2	0.8515
蚂	2	0	-0.4869	0	-0.1892	2	0.8515
蜢	2	0	-0.4869	0	-0.1892	2	0.8515
牛蜢	2	0	-0.4869	0	-0.1892	2	0.8515
蜻蜓	2	0	-0.4869	0	-0.1892	2	0.8515
不满	2	0	-0.4869	0	-0.1892	2	0.8515
重	2	0	-0.4869	0	-0.1892	2	0.8515
准备	2	0	-0.4869	0	-0.1892	2	0.8515
十个	2	0	-0.4869	0	-0.1892	2	0.8515
百个	2	0	-0.4869	0	-0.1892	2	0.8515
千个	2	0	-0.4869	0	-0.1892	2	0.8515
办法	2	0	-0.4869	0	-0.1892	2	0.8515
流沙河	2	0	-0.4869	0	-0.1892	2	0.8515
恐怕	2	0	-0.4869	0	-0.1892	2	0.8515
既要	2	0	-0.4869	0	-0.1892	2	0.8515
驮	2	0	-0.4869	0	-0.1892	2	0.8515
龙	2	0	-0.4869	0	-0.1892	2	0.8515
那马	2	0	-0.4869	0	-0.1892	2	0.8515
几树	2	0	-0.4869	0	-0.1892	2	0.8515
垂杨柳	2	0	-0.4869	0	-0.1892	2	0.8515
数竿	2	0	-0.4869	0	-0.1892	2	0.8515
修竹	2	0	-0.4869	0	-0.1892	2	0.8515
明日	2	0	-0.4869	0	-0.1892	2	0.8515
再行	2	0	-0.4869	0	-0.1892	2	0.8515
切不可	2	0	-0.4869	0	-0.1892	2	0.8515
担	2	0	-0.4869	0	-0.1892	2	0.8515
叩门	2	0	-0.4869	0	-0.1892	2	0.8515
者	2	0	-0.4869	0	-0.1892	2	0.8515
失敬	2	0	-0.4869	0	-0.1892	2	0.8515
院内	2	0	-0.4869	0	-0.1892	2	0.8515
差矣	2	0	-0.4869	0	-0.1892	2	0.8515
万望	2	0	-0.4869	0	-0.1892	2	0.8515
痒痒	2	0	-0.4869	0	-0.1892	2	0.8515
退下	2	0	-0.4869	0	-0.1892	2	0.8515
所化	2	0	-0.4869	0	-0.1892	2	0.8515
汗衫	2	0	-0.4869	0	-0.1892	2	0.8515
知错	2	0	-0.4869	0	-0.1892	2	0.8515
第十八章	1	0	-0.2434	1	0.7084	0	-0.2043
孙悟空三打白骨精	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧师徒收抬欲行	1	0	-0.2434	1	0.7084	0	-0.2043
那镇元大仙与孙悟空结为兄弟	1	0	-0.2434	1	0.7084	0	-0.2043
两人情投意合	1	0	-0.2434	1	0.7084	0	-0.2043
大仙一再挽留	1	0	-0.2434	1	0.7084	0	-0.2043
这一行人又住了五六日	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧吃了人参果好似脱胎换骨	1	0	-0.2434	1	0.7084	0	-0.2043
神爽体健	1	0	-0.2434	1	0.7084	0	-0.2043
师徒们告别了镇元大仙	1	0	-0.2434	1	0.7084	0	-0.2043
上路西行	1	0	-0.2434	1	0.7084	0	-0.2043
走到一个山高林深之处	1	0	-0.2434	1	0.7084	0	-0.2043
我这一日	1	0	-0.2434	1	0.7084	0	-0.2043
肚子饥了	1	0	-0.2434	1	0.7084	0	-0.2043
你去给咱化些斋吃	1	0	-0.2434	1	0.7084	0	-0.2043
行者陪笑道	1	0	-0.2434	1	0.7084	0	-0.2043
师父真是糊涂	1	0	-0.2434	1	0.7084	0	-0.2043
在这半山之中	1	0	-0.2434	1	0.7084	0	-0.2043
前不巴村	1	0	-0.2434	1	0.7084	0	-0.2043
后不着店	1	0	-0.2434	1	0.7084	0	-0.2043
有钱也没处去买	1	0	-0.2434	1	0.7084	0	-0.2043
去哪里化斋	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧听了这话	1	0	-0.2434	1	0.7084	0	-0.2043
心中挺不高兴	1	0	-0.2434	1	0.7084	0	-0.2043
就说	1	0	-0.2434	1	0.7084	0	-0.2043
你这猴子	1	0	-0.2434	1	0.7084	0	-0.2043
当年你被压在五行山下	1	0	-0.2434	1	0.7084	0	-0.2043
亏我救了你性命	1	0	-0.2434	1	0.7084	0	-0.2043
收你做了我的徒弟	1	0	-0.2434	1	0.7084	0	-0.2043
你怎么忘恩负义	1	0	-0.2434	1	0.7084	0	-0.2043
为何不肯努力	1	0	-0.2434	1	0.7084	0	-0.2043
常怀懒惰之心	1	0	-0.2434	1	0.7084	0	-0.2043
弟子一向勤快	1	0	-0.2434	1	0.7084	0	-0.2043
何曾懒惰	1	0	-0.2434	1	0.7084	0	-0.2043
你既勤快	1	0	-0.2434	1	0.7084	0	-0.2043
为何不去给我化斋吃	1	0	-0.2434	1	0.7084	0	-0.2043
师父稍等	1	0	-0.2434	1	0.7084	0	-0.2043
我去看看哪里有人家	1	0	-0.2434	1	0.7084	0	-0.2043
只见悟空将身一纵	1	0	-0.2434	1	0.7084	0	-0.2043
跳上云端	1	0	-0.2434	1	0.7084	0	-0.2043
四处观看	1	0	-0.2434	1	0.7084	0	-0.2043
根本没有人家	1	0	-0.2434	1	0.7084	0	-0.2043
只是南面一座山上	1	0	-0.2434	1	0.7084	0	-0.2043
有野果子可以充饥	1	0	-0.2434	1	0.7084	0	-0.2043
行者按下云头	1	0	-0.2434	1	0.7084	0	-0.2043
这里没有人家可以化斋	1	0	-0.2434	1	0.7084	0	-0.2043
南山上有一片红透了的山桃	1	0	-0.2434	1	0.7084	0	-0.2043
我去摘几个来充饥罢	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧喜道	1	0	-0.2434	1	0.7084	0	-0.2043
出家人能有桃子吃就很不错了	1	0	-0.2434	1	0.7084	0	-0.2043
快去摘	1	0	-0.2434	1	0.7084	0	-0.2043
行者纵身	1	0	-0.2434	1	0.7084	0	-0.2043
去南山摘桃了	1	0	-0.2434	1	0.7084	0	-0.2043
常青道	1	0	-0.2434	1	0.7084	0	-0.2043
山高必有怪	1	0	-0.2434	1	0.7084	0	-0.2043
岭峻定生精	1	0	-0.2434	1	0.7084	0	-0.2043
果然这山上有一个白骨精	1	0	-0.2434	1	0.7084	0	-0.2043
她早就听说唐僧西天取经要从这里经过	1	0	-0.2434	1	0.7084	0	-0.2043
已经等候多时	1	0	-0.2434	1	0.7084	0	-0.2043
今天	1	0	-0.2434	1	0.7084	0	-0.2043
她在云端里	1	0	-0.2434	1	0.7084	0	-0.2043
踏着阴风	1	0	-0.2434	1	0.7084	0	-0.2043
看见唐僧坐在地上	1	0	-0.2434	1	0.7084	0	-0.2043
不胜欢喜道	1	0	-0.2434	1	0.7084	0	-0.2043
真是造化	1	0	-0.2434	1	0.7084	0	-0.2043
吃了唐僧肉	1	0	-0.2434	1	0.7084	0	-0.2043
能长生不老	1	0	-0.2434	1	0.7084	0	-0.2043
今天可到手了	1	0	-0.2434	1	0.7084	0	-0.2043
那白骨精就想上前拿唐僧	1	0	-0.2434	1	0.7084	0	-0.2043
但见猪八戒这个当年的天蓬元帅和沙和尚这个当年的卷帘大将在左右两旁保护着唐僧	1	0	-0.2434	1	0.7084	0	-0.2043
她不敢立即下手	1	0	-0.2434	1	0.7084	0	-0.2043
白骨精决定施计捉拿唐僧	1	0	-0.2434	1	0.7084	0	-0.2043
只见白骨精在山沟里摇身一变	1	0	-0.2434	1	0.7084	0	-0.2043
变成个美貌的女子	1	0	-0.2434	1	0.7084	0	-0.2043
左手提着一个青砂罐儿	1	0	-0.2434	1	0.7084	0	-0.2043
右手提着一个绿磁瓶儿	1	0	-0.2434	1	0.7084	0	-0.2043
从西向东	1	0	-0.2434	1	0.7084	0	-0.2043
直奔唐僧而来	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧见了说	1	0	-0.2434	1	0.7084	0	-0.2043
悟空说这里旷野无人	1	0	-0.2434	1	0.7084	0	-0.2043
你们看那里怎么走过一个人来	1	0	-0.2434	1	0.7084	0	-0.2043
你和沙师弟在这坐着	1	0	-0.2434	1	0.7084	0	-0.2043
等老猪我去看看	1	0	-0.2434	1	0.7084	0	-0.2043
那呆子放下耙子	1	0	-0.2434	1	0.7084	0	-0.2043
整整衣服	1	0	-0.2434	1	0.7084	0	-0.2043
摆摆摇摇	1	0	-0.2434	1	0.7084	0	-0.2043
装作很斯文的样子	1	0	-0.2434	1	0.7084	0	-0.2043
迎着女子走过来	1	0	-0.2434	1	0.7084	0	-0.2043
走到跟前一看	1	0	-0.2434	1	0.7084	0	-0.2043
那呆子就动了凡心	1	0	-0.2434	1	0.7084	0	-0.2043
忍不住胡言乱语起来	1	0	-0.2434	1	0.7084	0	-0.2043
手里提的是什么东西	1	0	-0.2434	1	0.7084	0	-0.2043
站在他面前的	1	0	-0.2434	1	0.7084	0	-0.2043
分明是个妖怪	1	0	-0.2434	1	0.7084	0	-0.2043
他却认不出来	1	0	-0.2434	1	0.7084	0	-0.2043
白骨精说	1	0	-0.2434	1	0.7084	0	-0.2043
我这青罐里是香米饭	1	0	-0.2434	1	0.7084	0	-0.2043
绿瓶里是炒面筋	1	0	-0.2434	1	0.7084	0	-0.2043
我来这里没别的事	1	0	-0.2434	1	0.7084	0	-0.2043
就是要还愿斋僧的	1	0	-0.2434	1	0.7084	0	-0.2043
八戒听了满心欢喜	1	0	-0.2434	1	0.7084	0	-0.2043
急回身报与唐僧	1	0	-0.2434	1	0.7084	0	-0.2043
好人自有天报	1	0	-0.2434	1	0.7084	0	-0.2043
师父饿了	1	0	-0.2434	1	0.7084	0	-0.2043
叫师兄击化斋	1	0	-0.2434	1	0.7084	0	-0.2043
那猴子也不知到哪里摘桃子去了	1	0	-0.2434	1	0.7084	0	-0.2043
只管自己吃	1	0	-0.2434	1	0.7084	0	-0.2043
也不回来	1	0	-0.2434	1	0.7084	0	-0.2043
你看那不是斋僧的来了	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧见那个女子走过来了	1	0	-0.2434	1	0.7084	0	-0.2043
连忙站起身来	1	0	-0.2434	1	0.7084	0	-0.2043
合掌当胸道	1	0	-0.2434	1	0.7084	0	-0.2043
你住在哪里	1	0	-0.2434	1	0.7084	0	-0.2043
是什么人家	1	0	-0.2434	1	0.7084	0	-0.2043
有何愿心	1	0	-0.2434	1	0.7084	0	-0.2043
来此斋僧	1	0	-0.2434	1	0.7084	0	-0.2043
站在他面前的分明是个妖怪	1	0	-0.2434	1	0.7084	0	-0.2043
他也不认得	1	0	-0.2434	1	0.7084	0	-0.2043
那白骨精见唐僧问他的来历	1	0	-0.2434	1	0.7084	0	-0.2043
便花言巧语地说	1	0	-0.2434	1	0.7084	0	-0.2043
此山叫做蛇回兽怕的白虎岭	1	0	-0.2434	1	0.7084	0	-0.2043
正西下面是我家	1	0	-0.2434	1	0.7084	0	-0.2043
我父母所以看经好善	1	0	-0.2434	1	0.7084	0	-0.2043
广斋远近僧人	1	0	-0.2434	1	0.7084	0	-0.2043
是因为没有儿子	1	0	-0.2434	1	0.7084	0	-0.2043
只生了我奴婢一人	1	0	-0.2434	1	0.7084	0	-0.2043
恐怕老了没个依靠	1	0	-0.2434	1	0.7084	0	-0.2043
只得为奴招了一个女婿	1	0	-0.2434	1	0.7084	0	-0.2043
养老送终	1	0	-0.2434	1	0.7084	0	-0.2043
唐僧听了后说	1	0	-0.2434	1	0.7084	0	-0.2043
休说错了	1	0	-0.2434	1	0.7084	0	-0.2043
圣人云	1	0	-0.2434	1	0.7084	0	-0.2043
父母在	1	0	-0.2434	1	0.7084	0	-0.2043
不远游	1	0	-0.2434	1	0.7084	0	-0.2043
游必有方	1	0	-0.2434	1	0.7084	0	-0.2043
你既有父母在堂	1	0	-0.2434	1	0.7084	0	-0.2043
又给你招了女婿	1	0	-0.2434	1	0.7084	0	-0.2043
有愿心	1	0	-0.2434	1	0.7084	0	-0.2043
叫你男的还	1	0	-0.2434	1	0.7084	0	-0.2043
你一个女人家	1	0	-0.2434	1	0.7084	0	-0.2043
怎么自己在这山里走	1	0	-0.2434	1	0.7084	0	-0.2043
白骨精又笑迷迷地说	1	0	-0.2434	1	0.7084	0	-0.2043
我丈夫在北山沟里	1	0	-0.2434	1	0.7084	0	-0.2043
带几个人锄田	1	0	-0.2434	1	0.7084	0	-0.2043
这是我煮的饭	1	0	-0.2434	1	0.7084	0	-0.2043
本来是送给他们吃的	1	0	-0.2434	1	0.7084	0	-0.2043
只因五黄六月	1	0	-0.2434	1	0.7084	0	-0.2043
父母年老	1	0	-0.2434	1	0.7084	0	-0.2043
