Unit	F	f_feminin	score_feminin	f_manuel	score_manuel	f_masculin	score_masculin
那迎	1	0	-0.2434	0	-0.0946	1	0.4257
照一照	1	0	-0.2434	0	-0.0946	1	0.4257
生儿育女	1	0	-0.2434	0	-0.0946	1	0.4257
怎治得	1	0	-0.2434	0	-0.0946	1	0.4257
男身	1	0	-0.2434	0	-0.0946	1	0.4257
能产	1	0	-0.2434	0	-0.0946	1	0.4257
哭丧着脸	1	0	-0.2434	0	-0.0946	1	0.4257
要生	1	0	-0.2434	0	-0.0946	1	0.4257
裂个	1	0	-0.2434	0	-0.0946	1	0.4257
钻出来	1	0	-0.2434	0	-0.0946	1	0.4257
瓜熟	1	0	-0.2434	0	-0.0946	1	0.4257
自落	1	0	-0.2434	0	-0.0946	1	0.4257
时节	1	0	-0.2434	0	-0.0946	1	0.4257
下裂	1	0	-0.2434	0	-0.0946	1	0.4257
出个	1	0	-0.2434	0	-0.0946	1	0.4257
娃娃	1	0	-0.2434	0	-0.0946	1	0.4257
一说	1	0	-0.2434	0	-0.0946	1	0.4257
扭错	1	0	-0.2434	0	-0.0946	1	0.4257
养儿	1	0	-0.2434	0	-0.0946	1	0.4257
肠	1	0	-0.2434	0	-0.0946	1	0.4257
弄个	1	0	-0.2434	0	-0.0946	1	0.4257
胎前	1	0	-0.2434	0	-0.0946	1	0.4257
病	1	0	-0.2434	0	-0.0946	1	0.4257
越发	1	0	-0.2434	0	-0.0946	1	0.4257
手轻	1	0	-0.2434	0	-0.0946	1	0.4257
产婆	1	0	-0.2434	0	-0.0946	1	0.4257
预先	1	0	-0.2434	0	-0.0946	1	0.4257
半会子	1	0	-0.2434	0	-0.0946	1	0.4257
一阵阵	1	0	-0.2434	0	-0.0946	1	0.4257
地痛	1	0	-0.2434	0	-0.0946	1	0.4257
快要	1	0	-0.2434	0	-0.0946	1	0.4257
生产	1	0	-0.2434	0	-0.0946	1	0.4257
医生	1	0	-0.2434	0	-0.0946	1	0.4257
一包	1	0	-0.2434	0	-0.0946	1	0.4257
堕胎	1	0	-0.2434	0	-0.0946	1	0.4257
胎	1	0	-0.2434	0	-0.0946	1	0.4257
那婆子	1	0	-0.2434	0	-0.0946	1	0.4257
有药	1	0	-0.2434	0	-0.0946	1	0.4257
不济事	1	0	-0.2434	0	-0.0946	1	0.4257
听后	1	0	-0.2434	0	-0.0946	1	0.4257
小桥	1	0	-0.2434	0	-0.0946	1	0.4257
通	1	0	-0.2434	0	-0.0946	1	0.4257
活水	1	0	-0.2434	0	-0.0946	1	0.4257
茅舍	1	0	-0.2434	0	-0.0946	1	0.4257
倚	1	0	-0.2434	0	-0.0946	1	0.4257
青山	1	0	-0.2434	0	-0.0946	1	0.4257
村犬	1	0	-0.2434	0	-0.0946	1	0.4257
汪	1	0	-0.2434	0	-0.0946	1	0.4257
篱落	1	0	-0.2434	0	-0.0946	1	0.4257
幽人	1	0	-0.2434	0	-0.0946	1	0.4257
自往	1	0	-0.2434	0	-0.0946	1	0.4257
说明	1	0	-0.2434	0	-0.0946	1	0.4257
来意	1	0	-0.2434	0	-0.0946	1	0.4257
自称	1	0	-0.2434	0	-0.0946	1	0.4257
带来	1	0	-0.2434	0	-0.0946	1	0.4257
过路	1	0	-0.2434	0	-0.0946	1	0.4257
僧人	1	0	-0.2434	0	-0.0946	1	0.4257
傻	1	0	-0.2434	0	-0.0946	1	0.4257
山泉	1	0	-0.2434	0	-0.0946	1	0.4257
白送	1	0	-0.2434	0	-0.0946	1	0.4257
人水	1	0	-0.2434	0	-0.0946	1	0.4257
别想	1	0	-0.2434	0	-0.0946	1	0.4257
弄水	1	0	-0.2434	0	-0.0946	1	0.4257
人情	1	0	-0.2434	0	-0.0946	1	0.4257
大似	1	0	-0.2434	0	-0.0946	1	0.4257
圣旨	1	0	-0.2434	0	-0.0946	1	0.4257
必然	1	0	-0.2434	0	-0.0946	1	0.4257
个人	1	0	-0.2434	0	-0.0946	1	0.4257
情	1	0	-0.2434	0	-0.0946	1	0.4257
说不定	1	0	-0.2434	0	-0.0946	1	0.4257
连井	1	0	-0.2434	0	-0.0946	1	0.4257
送给	1	0	-0.2434	0	-0.0946	1	0.4257
通传	1	0	-0.2434	0	-0.0946	1	0.4257
战	1	0	-0.2434	0	-0.0946	1	0.4257
身法	1	0	-0.2434	0	-0.0946	1	0.4257
不济	1	0	-0.2434	0	-0.0946	1	0.4257
打倒	1	0	-0.2434	0	-0.0946	1	0.4257
报	1	0	-0.2434	0	-0.0946	1	0.4257
庵	1	0	-0.2434	0	-0.0946	1	0.4257
拆	1	0	-0.2434	0	-0.0946	1	0.4257
心慌	1	0	-0.2434	0	-0.0946	1	0.4257
入内	1	0	-0.2434	0	-0.0946	1	0.4257
少顷	1	0	-0.2434	0	-0.0946	1	0.4257
门来	1	0	-0.2434	0	-0.0946	1	0.4257
我山	1	0	-0.2434	0	-0.0946	1	0.4257
五百年	1	0	-0.2434	0	-0.0946	1	0.4257
大闹天宫	1	0	-0.2434	0	-0.0946	1	0.4257
子母河	1	0	-0.2434	0	-0.0946	1	0.4257
误饮	1	0	-0.2434	0	-0.0946	1	0.4257
求些	1	0	-0.2434	0	-0.0946	1	0.4257
之弟	1	0	-0.2434	0	-0.0946	1	0.4257
之叔	1	0	-0.2434	0	-0.0946	1	0.4257
侄儿	1	0	-0.2434	0	-0.0946	1	0.4257
我正	1	0	-0.2434	0	-0.0946	1	0.4257
没处	1	0	-0.2434	0	-0.0946	1	0.4257
报仇	1	0	-0.2434	0	-0.0946	1	0.4257
那山	1	0	-0.2434	0	-0.0946	1	0.4257
一钩	1	0	-0.2434	0	-0.0946	1	0.4257
闪入	1	0	-0.2434	0	-0.0946	1	0.4257
不然	1	0	-0.2434	0	-0.0946	1	0.4257
休想	1	0	-0.2434	0	-0.0946	1	0.4257
白	1	0	-0.2434	0	-0.0946	1	0.4257
一跃	1	0	-0.2434	0	-0.0946	1	0.4257
墙头	1	0	-0.2434	0	-0.0946	1	0.4257
跳墙	1	0	-0.2434	0	-0.0946	1	0.4257
急取	1	0	-0.2434	0	-0.0946	1	0.4257
弓箭	1	0	-0.2434	0	-0.0946	1	0.4257
来射	1	0	-0.2434	0	-0.0946	1	0.4257
绣花针儿	1	0	-0.2434	0	-0.0946	1	0.4257
藏	1	0	-0.2434	0	-0.0946	1	0.4257
耳内	1	0	-0.2434	0	-0.0946	1	0.4257
对敌	1	0	-0.2434	0	-0.0946	1	0.4257
森严	1	0	-0.2434	0	-0.0946	1	0.4257
难以	1	0	-0.2434	0	-0.0946	1	0.4257
决一死战	1	0	-0.2434	0	-0.0946	1	0.4257
提钩	1	0	-0.2434	0	-0.0946	1	0.4257
战且	1	0	-0.2434	0	-0.0946	1	0.4257
旁见机	1	0	-0.2434	0	-0.0946	1	0.4257
忙取	1	0	-0.2434	0	-0.0946	1	0.4257
潜入	1	0	-0.2434	0	-0.0946	1	0.4257
圈外	1	0	-0.2434	0	-0.0946	1	0.4257
纵云	1	0	-0.2434	0	-0.0946	1	0.4257
如获至宝	1	0	-0.2434	0	-0.0946	1	0.4257
各饮	1	0	-0.2434	0	-0.0946	1	0.4257
渐止	1	0	-0.2434	0	-0.0946	1	0.4257
平复	1	0	-0.2434	0	-0.0946	1	0.4257
行囊	1	0	-0.2434	0	-0.0946	1	0.4257
饮子	1	0	-0.2434	0	-0.0946	1	0.4257
脱灾	1	0	-0.2434	0	-0.0946	1	0.4257
迍	1	0	-0.2434	0	-0.0946	1	0.4257
续	1	0	-0.2434	0	-0.0946	1	0.4257
女官	1	0	-0.2434	0	-0.0946	1	0.4257
备好	1	0	-0.2434	0	-0.0946	1	0.4257
茶素	1	0	-0.2434	0	-0.0946	1	0.4257
果	1	0	-0.2434	0	-0.0946	1	0.4257
晶莹剔透	1	0	-0.2434	0	-0.0946	1	0.4257
背上	1	0	-0.2434	0	-0.0946	1	0.4257
处处	1	0	-0.2434	0	-0.0946	1	0.4257
蹊跷	1	0	-0.2434	0	-0.0946	1	0.4257
红印	1	0	-0.2434	0	-0.0946	1	0.4257
小气	1	0	-0.2434	0	-0.0946	1	0.4257
饥荒	1	0	-0.2434	0	-0.0946	1	0.4257
一卷	1	0	-0.2434	0	-0.0946	1	0.4257
文书	1	0	-0.2434	0	-0.0946	1	0.4257
四位	1	0	-0.2434	0	-0.0946	1	0.4257
有旨	1	0	-0.2434	0	-0.0946	1	0.4257
唐长老	1	0	-0.2434	0	-0.0946	1	0.4257
单独	1	0	-0.2434	0	-0.0946	1	0.4257
有要	1	0	-0.2434	0	-0.0946	1	0.4257
相商	1	0	-0.2434	0	-0.0946	1	0.4257
瓜葛	1	0	-0.2434	0	-0.0946	1	0.4257
笑而不答	1	0	-0.2434	0	-0.0946	1	0.4257
眼神	1	0	-0.2434	0	-0.0946	1	0.4257
桌子	1	0	-0.2434	0	-0.0946	1	0.4257
耍	1	0	-0.2434	0	-0.0946	1	0.4257
把戏	1	0	-0.2434	0	-0.0946	1	0.4257
小虫儿	1	0	-0.2434	0	-0.0946	1	0.4257
差池	1	0	-0.2434	0	-0.0946	1	0.4257
皱眉	1	0	-0.2434	0	-0.0946	1	0.4257
不可造次	1	0	-0.2434	0	-0.0946	1	0.4257
既来之	1	0	-0.2434	0	-0.0946	1	0.4257
则安之	1	0	-0.2434	0	-0.0946	1	0.4257
有分寸	1	0	-0.2434	0	-0.0946	1	0.4257
罢整	1	0	-0.2434	0	-0.0946	1	0.4257
整	1	0	-0.2434	0	-0.0946	1	0.4257
外早	1	0	-0.2434	0	-0.0946	1	0.4257
一辆	1	0	-0.2434	0	-0.0946	1	0.4257
锦车	1	0	-0.2434	0	-0.0946	1	0.4257
车帘用	1	0	-0.2434	0	-0.0946	1	0.4257
金丝	1	0	-0.2434	0	-0.0946	1	0.4257
银线	1	0	-0.2434	0	-0.0946	1	0.4257
凤凰	1	0	-0.2434	0	-0.0946	1	0.4257
牡丹	1	0	-0.2434	0	-0.0946	1	0.4257
车辕	1	0	-0.2434	0	-0.0946	1	0.4257
铜铃	1	0	-0.2434	0	-0.0946	1	0.4257
叮当作响	1	0	-0.2434	0	-0.0946	1	0.4257
坐进	1	0	-0.2434	0	-0.0946	1	0.4257
车里	1	0	-0.2434	0	-0.0946	1	0.4257
香气扑鼻	1	0	-0.2434	0	-0.0946	1	0.4257
车内	1	0	-0.2434	0	-0.0946	1	0.4257
玫瑰	1	0	-0.2434	0	-0.0946	1	0.4257
花瓣	1	0	-0.2434	0	-0.0946	1	0.4257
透过	1	0	-0.2434	0	-0.0946	1	0.4257
纱窗	1	0	-0.2434	0	-0.0946	1	0.4257
探头	1	0	-0.2434	0	-0.0946	1	0.4257
张望	1	0	-0.2434	0	-0.0946	1	0.4257
偷笑	1	0	-0.2434	0	-0.0946	1	0.4257
指指点点	1	0	-0.2434	0	-0.0946	1	0.4257
车子	1	0	-0.2434	0	-0.0946	1	0.4257
朱漆	1	0	-0.2434	0	-0.0946	1	0.4257
两侧	1	0	-0.2434	0	-0.0946	1	0.4257
立着	1	0	-0.2434	0	-0.0946	1	0.4257
两排	1	0	-0.2434	0	-0.0946	1	0.4257
女兵	1	0	-0.2434	0	-0.0946	1	0.4257
长枪	1	0	-0.2434	0	-0.0946	1	0.4257
短剑	1	0	-0.2434	0	-0.0946	1	0.4257
威风凛凛	1	0	-0.2434	0	-0.0946	1	0.4257
穿过	1	0	-0.2434	0	-0.0946	1	0.4257
大殿	1	0	-0.2434	0	-0.0946	1	0.4257
低垂	1	0	-0.2434	0	-0.0946	1	0.4257
香气	1	0	-0.2434	0	-0.0946	1	0.4257
氤氲	1	0	-0.2434	0	-0.0946	1	0.4257
端坐	1	0	-0.2434	0	-0.0946	1	0.4257
凤冠	1	0	-0.2434	0	-0.0946	1	0.4257
霞帔	1	0	-0.2434	0	-0.0946	1	0.4257
眼若	1	0	-0.2434	0	-0.0946	1	0.4257
皇帝	1	0	-0.2434	0	-0.0946	1	0.4257
之命	1	0	-0.2434	0	-0.0946	1	0.4257
前往	1	0	-0.2434	0	-0.0946	1	0.4257
梦见	1	0	-0.2434	0	-0.0946	1	0.4257
金屏生	1	0	-0.2434	0	-0.0946	1	0.4257
彩艳	1	0	-0.2434	0	-0.0946	1	0.4257
玉镜展	1	0	-0.2434	0	-0.0946	1	0.4257
到来	1	0	-0.2434	0	-0.0946	1	0.4257
天赐良缘	1	0	-0.2434	0	-0.0946	1	0.4257
开天辟地	1	0	-0.2434	0	-0.0946	1	0.4257
以来	1	0	-0.2434	0	-0.0946	1	0.4257
愿以	1	0	-0.2434	0	-0.0946	1	0.4257
永传	1	0	-0.2434	0	-0.0946	1	0.4257
帝业	1	0	-0.2434	0	-0.0946	1	0.4257
犹	1	0	-0.2434	0	-0.0946	1	0.4257
如雷轰顶	1	0	-0.2434	0	-0.0946	1	0.4257
面红耳赤	1	0	-0.2434	0	-0.0946	1	0.4257
何曾	1	0	-0.2434	0	-0.0946	1	0.4257
想过	1	0	-0.2434	0	-0.0946	1	0.4257
当下	1	0	-0.2434	0	-0.0946	1	0.4257
手足无措	1	0	-0.2434	0	-0.0946	1	0.4257
半晌	1	0	-0.2434	0	-0.0946	1	0.4257
身负	1	0	-0.2434	0	-0.0946	1	0.4257
重任	1	0	-0.2434	0	-0.0946	1	0.4257
微变	1	0	-0.2434	0	-0.0946	1	0.4257
固然	1	0	-0.2434	0	-0.0946	1	0.4257
重要	1	0	-0.2434	0	-0.0946	1	0.4257
享受	1	0	-0.2434	0	-0.0946	1	0.4257
全力支持	1	0	-0.2434	0	-0.0946	1	0.4257
修建	1	0	-0.2434	0	-0.0946	1	0.4257
寺庙	1	0	-0.2434	0	-0.0946	1	0.4257
广招	1	0	-0.2434	0	-0.0946	1	0.4257
僧众	1	0	-0.2434	0	-0.0946	1	0.4257
弘扬	1	0	-0.2434	0	-0.0946	1	0.4257
佛法	1	0	-0.2434	0	-0.0946	1	0.4257
莫慌	1	0	-0.2434	0	-0.0946	1	0.4257
孙有	1	0	-0.2434	0	-0.0946	1	0.4257
应允	1	0	-0.2434	0	-0.0946	1	0.4257
机灵	1	0	-0.2434	0	-0.0946	1	0.4257
既然如此	1	0	-0.2434	0	-0.0946	1	0.4257
厚爱	1	0	-0.2434	0	-0.0946	1	0.4257
辜负	1	0	-0.2434	0	-0.0946	1	0.4257
商议	1	0	-0.2434	0	-0.0946	1	0.4257
进宫	1	0	-0.2434	0	-0.0946	1	0.4257
领命	1	0	-0.2434	0	-0.0946	1	0.4257
美女如云	1	0	-0.2434	0	-0.0946	1	0.4257
早看	1	0	-0.2434	0	-0.0946	1	0.4257
东张西望	1	0	-0.2434	0	-0.0946	1	0.4257
姿色	1	0	-0.2434	0	-0.0946	1	0.4257
难怪	1	0	-0.2434	0	-0.0946	1	0.4257
拘束	1	0	-0.2434	0	-0.0946	1	0.4257
罢命	1	0	-0.2434	0	-0.0946	1	0.4257
山珍海味	1	0	-0.2434	0	-0.0946	1	0.4257
应有尽有	1	0	-0.2434	0	-0.0946	1	0.4257
窘迫	1	0	-0.2434	0	-0.0946	1	0.4257
抓起	1	0	-0.2434	0	-0.0946	1	0.4257
鸡腿	1	0	-0.2434	0	-0.0946	1	0.4257
啃	1	0	-0.2434	0	-0.0946	1	0.4257
含糊不清	1	0	-0.2434	0	-0.0946	1	0.4257
地说	1	0	-0.2434	0	-0.0946	1	0.4257
喝酒	1	0	-0.2434	0	-0.0946	1	0.4257
不时	1	0	-0.2434	0	-0.0946	1	0.4257
瞟向	1	0	-0.2434	0	-0.0946	1	0.4257
提起	1	0	-0.2434	0	-0.0946	1	0.4257
招亲	1	0	-0.2434	0	-0.0946	1	0.4257
反悔	1	0	-0.2434	0	-0.0946	1	0.4257
命女	1	0	-0.2434	0	-0.0946	1	0.4257
用印	1	0	-0.2434	0	-0.0946	1	0.4257
就此	1	0	-0.2434	0	-0.0946	1	0.4257
往外	1	0	-0.2434	0	-0.0946	1	0.4257
眼含	1	0	-0.2434	0	-0.0946	1	0.4257
热泪	1	0	-0.2434	0	-0.0946	1	0.4257
一去	1	0	-0.2434	0	-0.0946	1	0.4257
何时	1	0	-0.2434	0	-0.0946	1	0.4257
相见	1	0	-0.2434	0	-0.0946	1	0.4257
一国之君	1	0	-0.2434	0	-0.0946	1	0.4257
知心人	1	0	-0.2434	0	-0.0946	1	0.4257
本想	1	0	-0.2434	0	-0.0946	1	0.4257
共度	1	0	-0.2434	0	-0.0946	1	0.4257
余生	1	0	-0.2434	0	-0.0946	1	0.4257
只望	1	0	-0.2434	0	-0.0946	1	0.4257
感动	1	0	-0.2434	0	-0.0946	1	0.4257
不负	1	0	-0.2434	0	-0.0946	1	0.4257
厚望	1	0	-0.2434	0	-0.0946	1	0.4257
挣脱	1	0	-0.2434	0	-0.0946	1	0.4257
不放	1	0	-0.2434	0	-0.0946	1	0.4257
忍心	1	0	-0.2434	0	-0.0946	1	0.4257
狂风	1	0	-0.2434	0	-0.0946	1	0.4257
吹得	1	0	-0.2434	0	-0.0946	1	0.4257
烛火	1	0	-0.2434	0	-0.0946	1	0.4257
乱响	1	0	-0.2434	0	-0.0946	1	0.4257
黑影	1	0	-0.2434	0	-0.0946	1	0.4257
瘫倒	1	0	-0.2434	0	-0.0946	1	0.4257
何方	1	0	-0.2434	0	-0.0946	1	0.4257
捣乱	1	0	-0.2434	0	-0.0946	1	0.4257
反应	1	0	-0.2434	0	-0.0946	1	0.4257
空战	1	0	-0.2434	0	-0.0946	1	0.4257
不分胜负	1	0	-0.2434	0	-0.0946	1	0.4257
快来助	1	0	-0.2434	0	-0.0946	1	0.4257
腿软	1	0	-0.2434	0	-0.0946	1	0.4257
硬着头皮	1	0	-0.2434	0	-0.0946	1	0.4257
这次	1	0	-0.2434	0	-0.0946	1	0.4257
直叫	1	0	-0.2434	0	-0.0946	1	0.4257
杖	1	0	-0.2434	0	-0.0946	1	0.4257
七十二变	1	0	-0.2434	0	-0.0946	1	0.4257
大鹏鸟	1	0	-0.2434	0	-0.0946	1	0.4257
躲闪	1	0	-0.2434	0	-0.0946	1	0.4257
抓住机会	1	0	-0.2434	0	-0.0946	1	0.4257
脑袋	1	0	-0.2434	0	-0.0946	1	0.4257
鹤唳	1	0	-0.2434	0	-0.0946	1	0.4257
派来	1	0	-0.2434	0	-0.0946	1	0.4257
精叫	1	0	-0.2434	0	-0.0946	1	0.4257
已死	1	0	-0.2434	0	-0.0946	1	0.4257
官笑	1	0	-0.2434	0	-0.0946	1	0.4257
迎上来	1	0	-0.2434	0	-0.0946	1	0.4257
松	1	0	-0.2434	0	-0.0946	1	0.4257
城	1	0	-0.2434	0	-0.0946	1	0.4257
送到	1	0	-0.2434	0	-0.0946	1	0.4257
城门口	1	0	-0.2434	0	-0.0946	1	0.4257
唐僧合	1	0	-0.2434	0	-0.0946	1	0.4257
十道	1	0	-0.2434	0	-0.0946	1	0.4257
不舍	1	0	-0.2434	0	-0.0946	1	0.4257
喃喃	1	0	-0.2434	0	-0.0946	1	0.4257
来世	1	0	-0.2434	0	-0.0946	1	0.4257
定当	1	0	-0.2434	0	-0.0946	1	0.4257
再续	1	0	-0.2434	0	-0.0946	1	0.4257
前缘	1	0	-0.2434	0	-0.0946	1	0.4257
贪吃懒做	1	0	-0.2434	0	-0.0946	1	0.4257
此次	1	0	-0.2434	0	-0.0946	1	0.4257
全靠	1	0	-0.2434	0	-0.0946	1	0.4257
感激不尽	1	0	-0.2434	0	-0.0946	1	0.4257
应该	1	0	-0.2434	0	-0.0946	1	0.4257
痴情	1	0	-0.2434	0	-0.0946	1	0.4257
感慨	1	0	-0.2434	0	-0.0946	1	0.4257
日子	1	0	-0.2434	0	-0.0946	1	0.4257
故事	1	0	-0.2434	0	-0.0946	1	0.4257
却成	1	0	-0.2434	0	-0.0946	1	0.4257
一段	1	0	-0.2434	0	-0.0946	1	0.4257
佳话	1	0	-0.2434	0	-0.0946	1	0.4257
锦绣	1	0	-0.2434	0	-0.0946	1	0.4257
娇容	1	0	-0.2434	0	-0.0946	1	0.4257
金珠	1	0	-0.2434	0	-0.0946	1	0.4257
肌香肤	1	0	-0.2434	0	-0.0946	1	0.4257
腻	1	0	-0.2434	0	-0.0946	1	0.4257
软玉温香	1	0	-0.2434	0	-0.0946	1	0.4257
弱柳扶风	1	0	-0.2434	0	-0.0946	1	0.4257
眉黛	1	0	-0.2434	0	-0.0946	1	0.4257
月初	1	0	-0.2434	0	-0.0946	1	0.4257
升	1	0	-0.2434	0	-0.0946	1	0.4257
斜插	1	0	-0.2434	0	-0.0946	1	0.4257
金钗	1	0	-0.2434	0	-0.0946	1	0.4257
轻披	1	0	-0.2434	0	-0.0946	1	0.4257
罗绮	1	0	-0.2434	0	-0.0946	1	0.4257
倾国	1	0	-0.2434	0	-0.0946	1	0.4257
色	1	0	-0.2434	0	-0.0946	1	0.4257
窈窕	1	0	-0.2434	0	-0.0946	1	0.4257
人心	1	0	-0.2434	0	-0.0946	1	0.4257
花蕊	1	0	-0.2434	0	-0.0946	1	0.4257
笑语	1	0	-0.2434	0	-0.0946	1	0.4257
虽不比	1	0	-0.2434	0	-0.0946	1	0.4257
乐	1	0	-0.2434	0	-0.0946	1	0.4257
双目	1	0	-0.2434	0	-0.0946	1	0.4257
面皮	1	0	-0.2434	0	-0.0946	1	0.4257
蜡黄	1	0	-0.2434	0	-0.0946	1	0.4257
显是	1	0	-0.2434	0	-0.0946	1	0.4257
毒气	1	0	-0.2434	0	-0.0946	1	0.4257
惊慌	1	0	-0.2434	0	-0.0946	1	0.4257
袖中	1	0	-0.2434	0	-0.0946	1	0.4257
架住	1	0	-0.2434	0	-0.0946	1	0.4257
前斗	1	0	-0.2434	0	-0.0946	1	0.4257
斗不过	1	0	-0.2434	0	-0.0946	1	0.4257
喷出	1	0	-0.2434	0	-0.0946	1	0.4257
浓烟	1	0	-0.2434	0	-0.0946	1	0.4257
中之事	1	0	-0.2434	0	-0.0946	1	0.4257
乱筑	1	0	-0.2434	0	-0.0946	1	0.4257
提叉	1	0	-0.2434	0	-0.0946	1	0.4257
好个	1	0	-0.2434	0	-0.0946	1	0.4257
打坏	1	0	-0.2434	0	-0.0946	1	0.4257
门户	1	0	-0.2434	0	-0.0946	1	0.4257
挺叉	1	0	-0.2434	0	-0.0946	1	0.4257
抡	1	0	-0.2434	0	-0.0946	1	0.4257
左右夹攻	1	0	-0.2434	0	-0.0946	1	0.4257
斗经	1	0	-0.2434	0	-0.0946	1	0.4257
五七个	1	0	-0.2434	0	-0.0946	1	0.4257
肯舍	1	0	-0.2434	0	-0.0946	1	0.4257
追得	1	0	-0.2434	0	-0.0946	1	0.4257
一扭	1	0	-0.2434	0	-0.0946	1	0.4257
金光灿灿	1	0	-0.2434	0	-0.0946	1	0.4257
望行者	1	0	-0.2434	0	-0.0946	1	0.4257
额上	1	0	-0.2434	0	-0.0946	1	0.4257
剧痛	1	0	-0.2434	0	-0.0946	1	0.4257
苦	1	0	-0.2434	0	-0.0946	1	0.4257
前乱筑	1	0	-0.2434	0	-0.0946	1	0.4257
紫	1	0	-0.2434	0	-0.0946	1	0.4257
茄子	1	0	-0.2434	0	-0.0946	1	0.4257
败	1	0	-0.2434	0	-0.0946	1	0.4257
恋战	1	0	-0.2434	0	-0.0946	1	0.4257
护着	1	0	-0.2434	0	-0.0946	1	0.4257
得胜	1	0	-0.2434	0	-0.0946	1	0.4257
回洞	1	0	-0.2434	0	-0.0946	1	0.4257
石上	1	0	-0.2434	0	-0.0946	1	0.4257
口齿不清	1	0	-0.2434	0	-0.0946	1	0.4257
扎得	1	0	-0.2434	0	-0.0946	1	0.4257
一夜	1	0	-0.2434	0	-0.0946	1	0.4257
虽消	1	0	-0.2434	0	-0.0946	1	0.4257
感麻痒	1	0	-0.2434	0	-0.0946	1	0.4257
老高	1	0	-0.2434	0	-0.0946	1	0.4257
愁闷	1	0	-0.2434	0	-0.0946	1	0.4257
老妈妈	1	0	-0.2434	0	-0.0946	1	0.4257
青	1	0	-0.2434	0	-0.0946	1	0.4257
竹篮	1	0	-0.2434	0	-0.0946	1	0.4257
挑菜	1	0	-0.2434	0	-0.0946	1	0.4257
化身	1	0	-0.2434	0	-0.0946	1	0.4257
身下	1	0	-0.2434	0	-0.0946	1	0.4257
稽首	1	0	-0.2434	0	-0.0946	1	0.4257
生成	1	0	-0.2434	0	-0.0946	1	0.4257
钳脚	1	0	-0.2434	0	-0.0946	1	0.4257
扎人	1	0	-0.2434	0	-0.0946	1	0.4257
痛者	1	0	-0.2434	0	-0.0946	1	0.4257
尾	1	0	-0.2434	0	-0.0946	1	0.4257
雷音寺	1	0	-0.2434	0	-0.0946	1	0.4257
听佛	1	0	-0.2434	0	-0.0946	1	0.4257
谈经	1	0	-0.2434	0	-0.0946	1	0.4257
不合	1	0	-0.2434	0	-0.0946	1	0.4257
手推	1	0	-0.2434	0	-0.0946	1	0.4257
转过	1	0	-0.2434	0	-0.0946	1	0.4257
中拇指	1	0	-0.2434	0	-0.0946	1	0.4257
明	1	0	-0.2434	0	-0.0946	1	0.4257
若要	1	0	-0.2434	0	-0.0946	1	0.4257
救得	1	0	-0.2434	0	-0.0946	1	0.4257
除	1	0	-0.2434	0	-0.0946	1	0.4257
别告	1	0	-0.2434	0	-0.0946	1	0.4257
方好	1	0	-0.2434	0	-0.0946	1	0.4257
方	1	0	-0.2434	0	-0.0946	1	0.4257
才然	1	0	-0.2434	0	-0.0946	1	0.4257
我告	1	0	-0.2434	0	-0.0946	1	0.4257
老孙去	1	0	-0.2434	0	-0.0946	1	0.4257
问星官	1	0	-0.2434	0	-0.0946	1	0.4257
止疼	1	0	-0.2434	0	-0.0946	1	0.4257
药饵	1	0	-0.2434	0	-0.0946	1	0.4257
不须	1	0	-0.2434	0	-0.0946	1	0.4257
用药	1	0	-0.2434	0	-0.0946	1	0.4257
只似	1	0	-0.2434	0	-0.0946	1	0.4257
过夜	1	0	-0.2434	0	-0.0946	1	0.4257
烦叙	1	0	-0.2434	0	-0.0946	1	0.4257
快早	1	0	-0.2434	0	-0.0946	1	0.4257
增长	1	0	-0.2434	0	-0.0946	1	0.4257
天王	1	0	-0.2434	0	-0.0946	1	0.4257
当面	1	0	-0.2434	0	-0.0946	1	0.4257
路遇	1	0	-0.2434	0	-0.0946	1	0.4257
魔障	1	0	-0.2434	0	-0.0946	1	0.4257
缠身	1	0	-0.2434	0	-0.0946	1	0.4257
宫见	1	0	-0.2434	0	-0.0946	1	0.4257
走走	1	0	-0.2434	0	-0.0946	1	0.4257
陶	1	0	-0.2434	0	-0.0946	1	0.4257
邓四	1	0	-0.2434	0	-0.0946	1	0.4257
大元帅	1	0	-0.2434	0	-0.0946	1	0.4257
问何	1	0	-0.2434	0	-0.0946	1	0.4257
官去	1	0	-0.2434	0	-0.0946	1	0.4257
救师	1	0	-0.2434	0	-0.0946	1	0.4257
元帅	1	0	-0.2434	0	-0.0946	1	0.4257
今早	1	0	-0.2434	0	-0.0946	1	0.4257
巡札去	1	0	-0.2434	0	-0.0946	1	0.4257
辛天	1	0	-0.2434	0	-0.0946	1	0.4257
小将	1	0	-0.2434	0	-0.0946	1	0.4257
同下	1	0	-0.2434	0	-0.0946	1	0.4257
斗牛宫	1	0	-0.2434	0	-0.0946	1	0.4257
陶天	1	0	-0.2434	0	-0.0946	1	0.4257
如未	1	0	-0.2434	0	-0.0946	1	0.4257
即别	1	0	-0.2434	0	-0.0946	1	0.4257
宫门	1	0	-0.2434	0	-0.0946	1	0.4257
首	1	0	-0.2434	0	-0.0946	1	0.4257
果是	1	0	-0.2434	0	-0.0946	1	0.4257
复	1	0	-0.2434	0	-0.0946	1	0.4257
一行	1	0	-0.2434	0	-0.0946	1	0.4257
摆列	1	0	-0.2434	0	-0.0946	1	0.4257
